ID,DATE,COD_ACCOUNT,ACCOUNT,Short_CLASS,CLASS,REVENUE/EXPENSES,BUDGET
290,10/31/2022,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"1,000 "
291,11/30/2022,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"57,500 "
292,11/30/2022,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,600 "
293,11/30/2022,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"5,750 "
294,11/30/2022,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,438 "
295,11/30/2022,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"95,000 "
296,11/30/2022,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"275,000 "
297,11/30/2022,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"55,000 "
298,11/30/2022,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"13,750 "
299,11/30/2022,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"14,800 "
300,11/30/2022,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"33,500 "
301,11/30/2022,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,700 "
302,11/30/2022,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,700 "
303,11/30/2022,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"15,500 "
304,11/30/2022,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"2,900 "
305,11/30/2022,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"26,000 "
306,11/30/2022,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,080 "
307,11/30/2022,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"2,600 "
308,11/30/2022,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,650 
309,11/30/2022,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"33,500 "
310,11/30/2022,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"4,650 "
311,11/30/2022,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
312,11/30/2022,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"5,200 "
313,11/30/2022,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"7,800 "
314,11/30/2022,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,600 "
315,11/30/2022,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,700 "
316,11/30/2022,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,600 "
317,11/30/2022,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"1,000 "
318,11/30/2022,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"88,500 "
319,11/30/2022,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,080 "
320,11/30/2022,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"8,850 "
321,11/30/2022,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,213 "
322,11/30/2022,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"25,000 "
323,11/30/2022,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"68,000 "
324,11/30/2022,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,440 "
325,11/30/2022,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"6,800 "
326,11/30/2022,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,700 "
327,11/30/2022,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"2,000 "
328,11/30/2022,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,500 
329,11/30/2022,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"1,000 "
330,12/31/2022,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"57,500 "
331,12/31/2022,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,600 "
332,12/31/2022,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"5,750 "
333,12/31/2022,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,438 "
334,12/31/2022,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"97,500 "
335,12/31/2022,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"275,000 "
336,12/31/2022,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"55,000 "
337,12/31/2022,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"13,750 "
338,12/31/2022,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"14,900 "
339,12/31/2022,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"37,800 "
340,12/31/2022,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,700 "
341,12/31/2022,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,700 "
342,12/31/2022,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"15,500 "
343,12/31/2022,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,000 "
344,12/31/2022,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"26,000 "
345,12/31/2022,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,080 "
346,12/31/2022,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"2,600 "
347,12/31/2022,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,650 
348,12/31/2022,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"35,800 "
349,12/31/2022,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"4,650 "
350,12/31/2022,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
351,12/31/2022,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"5,200 "
352,12/31/2022,60740,60740 Recruiting Fees,G&A,General & Administrative,EXPENSES,"7,800 "
353,12/31/2022,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,650 "
354,12/31/2022,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,700 "
355,12/31/2022,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,600 "
356,12/31/2022,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"1,000 "
357,12/31/2022,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"88,500 "
358,12/31/2022,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,080 "
359,12/31/2022,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"8,850 "
360,12/31/2022,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,213 "
361,12/31/2022,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"26,000 "
362,12/31/2022,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"68,000 "
363,12/31/2022,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,440 "
364,12/31/2022,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"6,800 "
365,12/31/2022,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,700 "
366,12/31/2022,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"2,000 "
367,12/31/2022,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,500 
368,12/31/2022,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"1,000 "
369,1/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"59,000 "
370,1/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,720 "
371,1/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"5,900 "
372,1/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,475 "
373,1/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"100,000 "
374,1/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"275,000 "
375,1/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"60,000 "
376,1/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"13,750 "
377,1/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"15,000 "
378,1/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"27,800 "
379,1/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
380,1/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
381,1/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
382,1/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,100 "
383,1/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"31,000 "
384,1/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,480 "
385,1/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,100 "
386,1/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775 
387,1/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"34,800 "
388,1/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
389,1/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
390,1/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
391,1/31/2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"3,200 "
392,1/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,700 "
393,1/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,700 "
394,1/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
395,1/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
396,1/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"88,500 "
397,1/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,080 "
398,1/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"8,850 "
399,1/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,213 "
400,1/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"27,000 "
401,1/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"70,000 "
402,1/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,600 "
403,1/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,000 "
404,1/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,750 "
405,1/31/2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"4,500 "
406,1/31/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"2,500 "
407,1/31/2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"3,500 "
408,2/28/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"59,000 "
409,2/28/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,720 "
410,2/28/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"5,900 "
411,2/28/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,475 "
412,2/28/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"102,500 "
413,2/28/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"300,000 "
414,2/28/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"60,000 "
415,2/28/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"15,000 "
416,2/28/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"16,100 "
417,2/28/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"28,500 "
418,2/28/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
419,2/28/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
420,2/28/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
421,2/28/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,200 "
422,2/28/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"31,000 "
423,2/28/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,480 "
424,2/28/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,100 "
425,2/28/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775 
426,2/28/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"36,500 "
427,2/28/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
428,2/28/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
429,2/28/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
430,2/28/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,700 "
431,2/28/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,700 "
432,2/28/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
433,2/28/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
434,2/28/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"91,000 "
435,2/28/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,280 "
436,2/28/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,100 "
437,2/28/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,275 "
438,2/28/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"28,000 "
439,2/28/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"70,000 "
440,2/28/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,600 "
441,2/28/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,000 "
442,2/28/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,750 "
443,3/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"59,000 "
444,3/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,720 "
445,3/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"5,900 "
446,3/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,475 "
447,3/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"105,000 "
448,3/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"300,000 "
449,3/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"60,000 "
450,3/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"15,000 "
451,3/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"16,200 "
452,3/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"29,200 "
453,3/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
454,3/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
455,3/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
456,3/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,300 "
457,3/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"31,000 "
458,3/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,480 "
459,3/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,100 "
460,3/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,775 
461,3/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"38,500 "
462,3/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
463,3/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
464,3/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
465,3/31/2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"3,100 "
466,3/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,750 "
467,3/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,700 "
468,3/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
469,3/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
470,3/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"91,000 "
471,3/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,280 "
472,3/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,100 "
473,3/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,275 "
474,3/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"29,000 "
475,3/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"70,000 "
476,3/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,600 "
477,3/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,000 "
478,3/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,750 "
479,3/31/2023,61010,61010 Lodging,S&M,Sales & Marketing,EXPENSES,"4,500 "
480,3/31/2023,61020,61020 Meals & Entertainment,S&M,Sales & Marketing,EXPENSES,"2,500 "
481,3/31/2023,61030,61030 Travel,S&M,Sales & Marketing,EXPENSES,"3,500 "
482,4/30/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"60,500 "
483,4/30/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,840 "
484,4/30/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,050 "
485,4/30/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,513 "
486,4/30/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"107,500 "
487,4/30/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"300,000 "
488,4/30/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"65,000 "
489,4/30/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"15,000 "
490,4/30/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"16,300 "
491,4/30/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"30,000 "
492,4/30/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
493,4/30/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
494,4/30/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
495,4/30/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,300 "
496,4/30/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"36,000 "
497,4/30/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,880 "
498,4/30/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,600 "
499,4/30/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900 
500,4/30/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"40,800 "
501,4/30/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
502,4/30/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
503,4/30/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
504,4/30/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,750 "
505,4/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,800 "
506,4/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
507,4/30/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
508,4/30/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"91,000 "
509,4/30/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,280 "
510,4/30/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,100 "
511,4/30/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,275 "
512,4/30/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"30,000 "
513,4/30/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"71,500 "
514,4/30/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,720 "
515,4/30/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,150 "
516,4/30/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,788 "
517,5/31/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"60,500 "
518,5/31/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,840 "
519,5/31/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,050 "
520,5/31/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,513 "
521,5/31/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"110,000 "
522,5/31/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"350,000 "
523,5/31/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"65,000 "
524,5/31/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"17,500 "
525,5/31/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"18,400 "
526,5/31/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"30,800 "
527,5/31/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
528,5/31/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
529,5/31/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
530,5/31/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,400 "
531,5/31/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"36,000 "
532,5/31/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,880 "
533,5/31/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,600 "
534,5/31/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900 
535,5/31/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"39,800 "
536,5/31/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
537,5/31/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
538,5/31/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
539,5/31/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,800 "
540,5/31/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,800 "
541,5/31/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
542,5/31/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
543,5/31/2023,60810,60810 Salary & Wages,R&D,Research & Development,EXPENSES,"93,000 "
544,5/31/2023,60820,60820 Payroll Taxes,R&D,Research & Development,EXPENSES,"7,440 "
545,5/31/2023,60830,60830 Health Insurance,R&D,Research & Development,EXPENSES,"9,300 "
546,5/31/2023,60840,60840 Payroll Processing Fees,R&D,Research & Development,EXPENSES,"2,325 "
547,5/31/2023,60100,60100 Advertising & Marketing,S&M,Sales & Marketing,EXPENSES,"31,000 "
548,5/31/2023,60810,60810 Salary & Wages,S&M,Sales & Marketing,EXPENSES,"71,500 "
549,5/31/2023,60820,60820 Payroll Taxes,S&M,Sales & Marketing,EXPENSES,"5,720 "
550,5/31/2023,60830,60830 Health Insurance,S&M,Sales & Marketing,EXPENSES,"7,150 "
551,5/31/2023,60840,60840 Payroll Processing Fees,S&M,Sales & Marketing,EXPENSES,"1,788 "
552,6/30/2023,60810,60810 Salary & Wages,CS,Customer Support,EXPENSES,"62,000 "
553,6/30/2023,60820,60820 Payroll Taxes,CS,Customer Support,EXPENSES,"4,960 "
554,6/30/2023,60830,60830 Health Insurance,CS,Customer Support,EXPENSES,"6,200 "
555,6/30/2023,60840,60840 Payroll Processing Fees,CS,Customer Support,EXPENSES,"1,550 "
556,6/30/2023,40200,40200 Product Revenue,G&A,General & Administrative,REVENUE,"112,500 "
557,6/30/2023,40100,40100 SaaS Revenue,G&A,General & Administrative,REVENUE,"350,000 "
558,6/30/2023,50210,50210 Product Costs,G&A,General & Administrative,EXPENSES,"65,000 "
559,6/30/2023,50100,50100 Web Domain & Hosting Fees,G&A,General & Administrative,EXPENSES,"17,500 "
560,6/30/2023,50200,50200 Merchant Account Fees,G&A,General & Administrative,EXPENSES,"18,500 "
561,6/30/2023,60100,60100 Advertising & Marketing,G&A,General & Administrative,EXPENSES,"31,500 "
562,6/30/2023,60400,60400 Dues & Subscriptions,G&A,General & Administrative,EXPENSES,"3,900 "
563,6/30/2023,60500,60500 Insurance,G&A,General & Administrative,EXPENSES,"4,900 "
564,6/30/2023,60620,60620 Rent & Lease,G&A,General & Administrative,EXPENSES,"16,000 "
565,6/30/2023,60630,60630 Utilities,G&A,General & Administrative,EXPENSES,"3,500 "
566,6/30/2023,60810,60810 Salary & Wages,G&A,General & Administrative,EXPENSES,"36,000 "
567,6/30/2023,60820,60820 Payroll Taxes,G&A,General & Administrative,EXPENSES,"2,880 "
568,6/30/2023,60830,60830 Health Insurance,G&A,General & Administrative,EXPENSES,"3,600 "
569,6/30/2023,60840,60840 Payroll Processing Fees,G&A,General & Administrative,EXPENSES,900 
570,6/30/2023,60850,60850 Commissions Expense,G&A,General & Administrative,EXPENSES,"41,500 "
571,6/30/2023,60710,60710 Accounting Fees,G&A,General & Administrative,EXPENSES,"5,400 "
572,6/30/2023,60720,60720 Consulting Fees,G&A,General & Administrative,EXPENSES,"8,000 "
573,6/30/2023,60730,60730 Legal Fees,G&A,General & Administrative,EXPENSES,"27,200 "
574,6/30/2023,61010,61010 Lodging,G&A,General & Administrative,EXPENSES,"3,300 "
575,6/30/2023,70100,70100 Interest Income,G&A,General & Administrative,REVENUE,"1,800 "
576,6/30/2023,80100,80100 Depreciation Expense,G&A,General & Administrative,EXPENSES,"1,800 "
577,6/30/2023,80200,80200 Interest Expense,G&A,General & Administrative,EXPENSES,"2,700 "
578,6/30/2023,60400,60400 Dues & Subscriptions,R&D,Research & Development,EXPENSES,"2,000 "
